,index,Sold Date,Property Type,Zipcode,Price,Beds,Baths,SQFT,Lot Size,Year Built,Price per SQFT,HOA,Latitude,Longitude,Mobile/Manufactured Home,Multi-Family (2-4 Unit),Multi-Family (5+ Unit),Single Family Residential,Townhouse
9471,11513,2019-10-31,Single Family Residential,95124,1075000.0,3.0,2.0,1500.0,7504.0,1957.0,716.6666666666666,0.0,37.2580832,-121.9161322,0,0,0,1,0
9472,11515,2020-03-24,Single Family Residential,95124,1380000.0,3.0,2.0,1253.0,6062.0,1961.0,1101.3567438148443,0.0,37.2358174,-121.9100865,0,0,0,1,0
9473,11516,2021-03-15,Single Family Residential,95118,1818600.0,4.0,2.0,1700.0,7049.0,1963.0,1069.764705882353,0.0,37.2361712,-121.8979275,0,0,0,1,0
9474,11517,2019-08-26,Single Family Residential,95111,720000.0,3.0,1.0,907.0,4991.0,1958.0,793.8257993384785,0.0,37.2785608,-121.820652,0,0,0,1,0
9475,11518,2019-09-03,Single Family Residential,95124,1245000.0,3.0,2.0,1608.0,6102.0,1958.0,774.2537313432836,0.0,37.2627972,-121.9078193,0,0,0,1,0
9476,11520,2020-07-23,Single Family Residential,95125,1825000.0,3.0,2.0,2165.0,7539.0,1950.0,842.9561200923788,0.0,37.2925665,-121.8949709,0,0,0,1,0
9477,11522,2020-11-19,Single Family Residential,95125,3085000.0,5.0,3.5,3350.0,8340.0,2017.0,920.8955223880597,0.0,37.2862947,-121.9042184,0,0,0,1,0
9478,11523,2021-04-02,Single Family Residential,95124,1200000.0,4.0,2.0,1678.0,6445.0,1961.0,715.1370679380215,0.0,37.2741715,-121.9077082,0,0,0,1,0
9479,11524,2021-04-02,Single Family Residential,95125,1588000.0,3.0,2.5,1584.0,6411.0,1961.0,1002.5252525252525,0.0,37.2755943,-121.9052853,0,0,0,1,0
9480,11525,2019-09-13,Single Family Residential,95124,1220000.0,3.0,2.0,1696.0,7224.0,1960.0,719.3396226415094,0.0,37.2750187,-121.9100865,0,0,0,1,0
9481,11526,2020-11-13,Condo/Co-op,95124,870000.0,2.0,2.0,1383.0,0.0,2007.0,629.0672451193059,501.0,37.2720142,-121.9077526,0,0,0,0,0
9482,11527,2020-11-03,Single Family Residential,95125,1800000.0,4.0,3.0,2684.0,14594.0,1955.0,670.6408345752608,0.0,37.2857272,-121.9064857,0,0,0,1,0
9483,11532,2021-04-14,Single Family Residential,95124,1598000.0,3.0,3.0,1873.0,9624.0,1950.0,853.1767218366257,0.0,37.2510965,-121.9211107,0,0,0,1,0
9484,11536,2020-07-24,Single Family Residential,95129,1410000.0,3.0,2.5,1604.0,1000.0,2006.0,879.0523690773067,350.0,37.2939628,-121.9914217,0,0,0,1,0
9485,11537,2019-06-17,Single Family Residential,95125,1920000.0,4.0,3.5,2541.0,9803.0,1956.0,755.608028335301,0.0,37.276867,-121.890258,0,0,0,1,0
9486,11539,2021-01-28,Single Family Residential,95130,1730000.0,4.0,2.5,1819.0,10733.0,1959.0,951.0720175920835,0.0,37.2952549,-121.9806135,0,0,0,1,0
9487,11540,2020-09-02,Single Family Residential,95130,1650000.0,3.0,2.0,1464.0,6121.0,1960.0,1127.049180327869,0.0,37.2840411,-121.9898982,0,0,0,1,0
9488,11541,2021-01-14,Single Family Residential,95130,1799000.0,4.0,2.0,1993.0,9348.0,1957.0,902.6593075765178,0.0,37.29605,-121.977671,0,0,0,1,0
9489,11542,2021-01-08,Single Family Residential,95130,2100000.0,4.0,2.5,2151.0,6247.0,1959.0,976.2900976290098,0.0,37.2738733,-121.9875882,0,0,0,1,0
9490,11543,2021-03-04,Single Family Residential,95130,2350000.0,6.0,5.0,3422.0,10018.0,2007.0,686.7329047340736,0.0,37.2836357,-121.9874993,0,0,0,1,0
9491,11544,2021-03-12,Single Family Residential,95008,1368000.0,3.0,2.0,1204.0,7108.0,1963.0,1136.2126245847176,0.0,37.2806173,-121.9761708,0,0,0,1,0
9492,11545,2021-03-26,Multi-Family (2-4 Unit),95130,1700000.0,7.0,6.0,3440.0,7178.0,1961.0,494.1860465116279,0.0,37.2933988,-121.9820351,0,1,0,0,0
9493,11546,2021-04-14,Single Family Residential,95130,1640000.0,3.0,2.0,1127.0,5987.0,1959.0,1455.1907719609583,0.0,37.2745714,-121.9897649,0,0,0,1,0
9494,11547,2021-04-14,Single Family Residential,95130,1651000.0,3.0,2.0,1201.0,6340.0,1959.0,1374.6877601998335,0.0,37.2768357,-121.9859889,0,0,0,1,0
9495,11548,2021-04-02,Townhouse,95129,1510000.0,3.0,2.5,1409.0,1000.0,2006.0,1071.682044002839,355.0,37.2936182,-121.9919526,0,0,0,0,1
9496,11549,2021-04-13,Single Family Residential,95130,1500000.0,3.0,2.0,1207.0,7998.0,1958.0,1242.7506213753106,0.0,37.296408,-121.9772815,0,0,0,1,0
9497,11554,2021-03-19,Single Family Residential,95125,1400000.0,4.0,2.5,2104.0,1772.0,2005.0,665.3992395437263,178.0,37.2973589,-121.9099532,0,0,0,1,0
9498,11557,2019-11-15,Townhouse,95008,913000.0,3.0,2.5,1498.0,1813.0,1981.0,609.479305740988,260.0,37.279928,-121.9306384,0,0,0,0,1
9499,11558,2020-11-04,Single Family Residential,95125,1285000.0,4.0,2.5,1658.0,7892.0,1949.0,775.0301568154403,0.0,37.292559,-121.919537,0,0,0,1,0
9500,11559,2020-10-07,Single Family Residential,95124,1357000.0,4.0,2.0,1860.0,6259.0,1963.0,729.5698924731183,0.0,37.2753808,-121.9163989,0,0,0,1,0
9501,11560,2019-09-23,Single Family Residential,95124,1350000.0,5.0,2.5,2479.0,6302.0,1967.0,544.5744251714401,58.0,37.2795141,-121.9200439,0,0,0,1,0
9502,11561,2020-04-14,Single Family Residential,95008,2475000.0,4.0,3.0,2603.0,11080.0,1951.0,950.8259700345754,0.0,37.2822567,-121.9236222,0,0,0,1,0
9503,11562,2019-12-03,Single Family Residential,95008,1460000.0,3.0,2.0,1685.0,9066.0,1957.0,866.4688427299703,0.0,37.2825913,-121.9252001,0,0,0,1,0
9504,11565,2020-07-01,Single Family Residential,95124,1130000.0,3.0,2.0,1120.0,6021.0,1959.0,1008.9285714285714,0.0,37.2586105,-121.9202662,0,0,0,1,0
9505,11566,2020-06-26,Single Family Residential,95124,1381000.0,3.0,2.0,1408.0,6646.0,1957.0,980.8238636363636,0.0,37.2733787,-121.9313338,0,0,0,1,0
9506,11567,2019-12-12,Single Family Residential,95124,1188000.0,3.0,2.0,1202.0,4678.0,1962.0,988.3527454242928,0.0,37.2579863,-121.9173324,0,0,0,1,0
9507,11568,2020-11-13,Single Family Residential,95124,1357000.0,4.0,2.0,1558.0,5946.0,1963.0,870.9884467265725,0.0,37.2730524,-121.9141318,0,0,0,1,0
9508,11571,2020-11-13,Single Family Residential,95124,1193000.0,3.0,2.0,1226.0,6544.0,1959.0,973.0831973898858,0.0,37.2731316,-121.9187549,0,0,0,1,0
9509,11572,2020-07-31,Single Family Residential,95124,1265000.0,3.0,2.0,1225.0,5603.0,1958.0,1032.6530612244899,0.0,37.2457874,-121.9331561,0,0,0,1,0
9510,11573,2020-12-11,Single Family Residential,95032,1710000.0,3.0,2.0,1951.0,6520.0,1964.0,876.473603280369,0.0,37.2410446,-121.9299409,0,0,0,1,0
9511,11576,2021-02-26,Townhouse,95032,965000.0,3.0,2.5,1318.0,500.0,1980.0,732.1699544764795,412.0,37.257261,-121.950779,0,0,0,0,1
9512,11578,2021-02-23,Mobile/Manufactured Home,95128,190000.0,2.0,2.0,1488.0,0.0,1974.0,127.68817204301075,0.0,37.2975036,-121.9331038,1,0,0,0,0
9513,11583,2021-02-26,Single Family Residential,95124,1400000.0,3.0,2.0,1206.0,5586.0,1956.0,1160.8623548922055,0.0,37.2668531,-121.9296449,0,0,0,1,0
9514,11584,2019-10-21,Single Family Residential,95070,2652000.0,4.0,3.5,3100.0,25244.0,1954.0,855.483870967742,0.0,37.2936066,-122.0039347,0,0,0,1,0
9515,11586,2020-05-29,Single Family Residential,95124,1400000.0,5.0,3.0,2191.0,6247.0,1963.0,638.9776357827476,0.0,37.2778484,-121.9165101,0,0,0,1,0
9516,11589,2020-03-25,Single Family Residential,95129,2420000.0,4.0,3.0,2158.0,7648.0,1957.0,1121.4087117701577,0.0,37.2941817,-122.0234097,0,0,0,1,0
9517,11590,2020-07-07,Single Family Residential,95118,1400000.0,3.0,2.5,1756.0,3293.0,1995.0,797.2665148063782,97.0,37.2375312,-121.8919475,0,0,0,1,0
9518,11591,2019-11-04,Single Family Residential,95118,1274995.0,3.0,2.0,1446.0,6099.0,1964.0,881.7392807745505,0.0,37.2352605,-121.8976385,0,0,0,1,0
9519,11592,2019-05-30,Single Family Residential,95118,1170000.0,4.0,2.0,1412.0,6651.0,1960.0,828.6118980169972,0.0,37.2399123,-121.8949265,0,0,0,1,0
9520,11595,2019-07-22,Single Family Residential,95125,1400000.0,3.0,2.5,1889.0,7959.0,1956.0,741.132874536792,0.0,37.2939275,-121.9077304,0,0,0,1,0
9521,11596,2020-11-20,Single Family Residential,95125,2280000.0,4.0,3.0,2288.0,8058.0,1967.0,996.5034965034965,0.0,37.2881075,-121.9093308,0,0,0,1,0
9522,11597,2019-06-13,Single Family Residential,95125,1270000.0,4.0,2.0,1470.0,6928.0,1939.0,863.9455782312925,0.0,37.2936166,-121.9179103,0,0,0,1,0
9523,11598,2020-02-27,Single Family Residential,95125,2020000.0,5.0,4.0,3189.0,4704.0,2001.0,633.4274067105675,0.0,37.2922305,-121.9121314,0,0,0,1,0
9524,11599,2019-08-13,Single Family Residential,95125,3600000.0,5.0,5.5,4401.0,13483.0,2013.0,817.9959100204499,0.0,37.2884713,-121.9115705,0,0,0,1,0
9525,11600,2019-09-19,Single Family Residential,95125,3125000.0,5.0,5.5,4220.0,13260.0,2019.0,740.5213270142181,0.0,37.2956983,-121.9123537,0,0,0,1,0
9526,11601,2021-01-21,Condo/Co-op,95125,600000.0,2.0,2.0,1116.0,0.0,1964.0,537.6344086021505,475.0,37.2891866,-121.9131248,0,0,0,0,0
9527,11603,2020-11-12,Townhouse,95125,1100000.0,2.0,2.5,1622.0,1453.0,1984.0,678.1750924784217,510.0,37.297404,-121.925912,0,0,0,0,1
9528,11604,2020-10-09,Single Family Residential,95130,1530000.0,4.0,2.0,1702.0,7071.0,1958.0,898.9424206815511,0.0,37.2970642,-121.9783477,0,0,0,1,0
9529,11607,2019-06-03,Single Family Residential,95124,1325000.0,4.0,2.5,2066.0,6950.0,1971.0,641.3359148112294,0.0,37.2604489,-121.9031069,0,0,0,1,0
9530,11610,2019-08-27,Single Family Residential,95124,965000.0,3.0,1.5,1176.0,5782.0,1962.0,820.578231292517,0.0,37.2660183,-121.9051075,0,0,0,1,0
9531,11614,2019-08-21,Townhouse,95136,675000.0,2.0,2.5,1351.0,705.0,1988.0,499.62990377498147,333.0,37.260119,-121.8168729,0,0,0,0,1
9532,11615,2019-08-12,Single Family Residential,95111,605500.0,3.0,2.0,1123.0,6000.0,1959.0,539.1807658058771,0.0,37.2790269,-121.8263912,0,0,0,1,0
9533,11616,2019-07-22,Single Family Residential,95111,750000.0,3.0,2.0,1123.0,5049.0,1959.0,667.8539626001781,0.0,37.2812214,-121.8286156,0,0,0,1,0
9534,11617,2019-05-10,Single Family Residential,95111,750000.0,2.0,2.0,1232.0,2710.0,1979.0,608.7662337662338,140.0,37.271034,-121.81267,0,0,0,1,0
9535,11618,2020-10-27,Single Family Residential,95124,1365000.0,4.0,3.0,1500.0,7155.0,1957.0,910.0,0.0,37.2740834,-121.9282774,0,0,0,1,0
9536,11621,2021-01-12,Single Family Residential,95124,1730002.0,5.0,3.0,2297.0,9003.0,1967.0,753.1571615150195,0.0,37.2592592,-121.9107089,0,0,0,1,0
9537,11622,2020-12-08,Single Family Residential,95124,1385000.0,4.0,3.0,2258.0,4915.0,1976.0,613.3746678476527,120.0,37.243801,-121.909738,0,0,0,1,0
9538,11623,2021-03-05,Single Family Residential,95124,1275000.0,3.0,2.0,1840.0,6200.0,1961.0,692.9347826086956,0.0,37.2601937,-121.901951,0,0,0,1,0
9539,11624,2021-01-06,Single Family Residential,95118,1275000.0,4.0,2.5,2005.0,5977.0,1978.0,635.9102244389028,0.0,37.2513418,-121.9067524,0,0,0,1,0
9540,11625,2020-11-04,Single Family Residential,95118,1210000.0,4.0,2.0,1407.0,6000.0,1961.0,859.9857853589197,0.0,37.2610162,-121.8973273,0,0,0,1,0
9541,11626,2019-12-06,Single Family Residential,95118,1065000.0,4.0,2.0,1426.0,6116.0,1959.0,746.8443197755961,0.0,37.2634894,-121.900684,0,0,0,1,0
9542,11628,2021-02-08,Townhouse,95124,1135000.0,4.0,4.0,1879.0,1955.0,2013.0,604.0447046301224,246.0,37.2680155,-121.9066664,0,0,0,0,1
9543,11630,2019-08-21,Single Family Residential,95111,750000.0,4.0,3.0,1672.0,5402.0,1960.0,448.5645933014354,0.0,37.290339,-121.836623,0,0,0,1,0
9544,11631,2019-06-25,Single Family Residential,95123,900000.0,3.0,2.0,1409.0,6076.0,1968.0,638.7508871540099,0.0,37.2427523,-121.8279927,0,0,0,1,0
9545,11633,2020-04-15,Mobile/Manufactured Home,95111,365000.0,3.0,2.0,1740.0,0.0,2014.0,209.77011494252875,0.0,37.2925528,-121.8578823,1,0,0,0,0
9546,11635,2020-04-30,Single Family Residential,95125,1450000.0,4.0,3.0,1880.0,6650.0,1963.0,771.2765957446809,0.0,37.273232,-121.8999949,0,0,0,1,0
9547,11636,2019-09-30,Single Family Residential,95118,1080000.0,4.0,2.0,2117.0,6337.0,1959.0,510.1558809636278,0.0,37.2700468,-121.8958157,0,0,0,1,0
9548,11637,2020-04-13,Single Family Residential,95118,1225000.0,4.0,2.0,1408.0,6071.0,1971.0,870.0284090909091,0.0,37.273272,-121.8914585,0,0,0,1,0
9549,11638,2020-07-09,Single Family Residential,95125,1800000.0,4.0,3.0,2204.0,10940.0,1963.0,816.6969147005444,0.0,37.2733962,-121.9013286,0,0,0,1,0
9550,11639,2021-01-07,Single Family Residential,95118,950000.0,3.0,1.0,1088.0,5322.0,1957.0,873.1617647058823,0.0,37.2718103,-121.8932541,0,0,0,1,0
9551,11640,2019-08-07,Single Family Residential,95118,1120000.0,3.0,2.0,1320.0,6735.0,1954.0,848.4848484848485,0.0,37.2704539,-121.8975941,0,0,0,1,0
9552,11641,2019-09-04,Single Family Residential,95118,1170000.0,4.0,2.5,1820.0,7183.0,1960.0,642.8571428571429,0.0,37.2688009,-121.8967716,0,0,0,1,0
9553,11642,2019-11-27,Single Family Residential,95118,1253000.0,5.0,2.0,2209.0,7388.0,1954.0,567.2249886826619,0.0,37.2713029,-121.8963937,0,0,0,1,0
9554,11643,2020-12-15,Single Family Residential,95118,1362000.0,4.0,2.5,1928.0,7115.0,1962.0,706.4315352697096,0.0,37.2680004,-121.9022622,0,0,0,1,0
9555,11644,2020-12-15,Condo/Co-op,95125,659000.0,3.0,2.0,1312.0,0.0,1964.0,502.2865853658537,475.0,37.289332,-121.9123072,0,0,0,0,0
9556,11647,2019-05-17,Single Family Residential,95136,880000.0,3.0,2.0,1442.0,5500.0,1973.0,610.2635228848821,0.0,37.2683388,-121.838091,0,0,0,1,0
9557,11648,2019-05-31,Single Family Residential,95136,940000.0,4.0,3.0,1711.0,6229.0,1985.0,549.3863237872589,0.0,37.2584073,-121.8341764,0,0,0,1,0
9558,11649,2020-03-23,Single Family Residential,95136,1030000.0,3.0,2.0,1502.0,6249.0,1968.0,685.7523302263648,0.0,37.2661634,-121.8701146,0,0,0,1,0
9559,11650,2019-10-16,Single Family Residential,95118,1070000.0,4.0,2.0,1376.0,6153.0,1957.0,777.6162790697674,0.0,37.275654,-121.8879681,0,0,0,1,0
9560,11651,2019-07-23,Single Family Residential,95118,1000000.0,3.0,2.0,1596.0,6602.0,1956.0,626.5664160401003,0.0,37.2767555,-121.8838552,0,0,0,1,0
9561,11652,2020-10-13,Single Family Residential,95008,1225000.0,2.0,1.0,850.0,10086.0,1949.0,1441.1764705882354,0.0,37.2766535,-121.965185,0,0,0,1,0
9562,11655,2019-12-12,Single Family Residential,95124,1530000.0,5.0,2.5,2479.0,6900.0,1968.0,617.1843485276321,58.0,37.2791586,-121.9209774,0,0,0,1,0
9563,11656,2020-03-04,Single Family Residential,95124,1610000.0,3.0,2.0,2147.0,7550.0,1956.0,749.8835584536563,0.0,37.2515862,-121.9175991,0,0,0,1,0
9564,11657,2020-08-24,Single Family Residential,95124,1556000.0,3.0,2.0,1671.0,8219.0,1948.0,931.1789347695991,0.0,37.2595709,-121.9329783,0,0,0,1,0
9565,11658,2019-08-09,Single Family Residential,95124,1238000.0,3.0,2.5,2064.0,4259.0,1979.0,599.8062015503876,0.0,37.2554406,-121.9483554,0,0,0,1,0
9566,11659,2019-09-05,Single Family Residential,95124,980000.0,3.0,2.0,1240.0,6300.0,1955.0,790.3225806451613,0.0,37.2628202,-121.9308005,0,0,0,1,0
9567,11660,2020-01-09,Condo/Co-op,95008,860000.0,3.0,2.5,1386.0,634.0,1980.0,620.4906204906205,250.0,37.262212,-121.945844,0,0,0,0,0
9568,11661,2019-07-26,Condo/Co-op,95008,510000.0,1.0,1.0,778.0,5849.0,1984.0,655.5269922879178,361.0,37.261888,-121.945611,0,0,0,0,0
9569,11662,2020-08-10,Single Family Residential,95124,1400888.0,3.0,2.0,1582.0,6810.0,1960.0,885.5170670037927,0.0,37.2593117,-121.9196217,0,0,0,1,0
9570,11663,2019-08-22,Condo/Co-op,95124,591000.0,2.0,1.0,798.0,3012.0,1973.0,740.6015037593985,340.0,37.2516801,-121.9407782,0,0,0,0,0
9571,11664,2020-12-04,Condo/Co-op,95124,625000.0,2.0,1.0,868.0,0.0,1985.0,720.0460829493088,284.0,37.2637244,-121.9418074,0,0,0,0,0
9572,11665,2020-05-19,Townhouse,95008,1380000.0,3.0,3.0,2421.0,4725.0,1995.0,570.0123915737298,375.0,37.27381,-121.936893,0,0,0,0,1
9573,11666,2019-05-16,Single Family Residential,95124,828750.0,4.0,2.0,1438.0,7410.0,1954.0,576.3212795549374,0.0,37.2688226,-121.9123093,0,0,0,1,0
9574,11667,2019-07-02,Single Family Residential,95124,1576000.0,4.0,2.5,2294.0,9161.0,1960.0,687.0095902353967,0.0,37.2733103,-121.9095753,0,0,0,1,0
9575,11668,2019-05-08,Single Family Residential,95124,950000.0,3.0,2.0,1300.0,5600.0,1959.0,730.7692307692307,0.0,37.2736533,-121.9197106,0,0,0,1,0
9576,11669,2020-09-23,Condo/Co-op,95124,846800.0,2.0,2.0,1393.0,0.0,2007.0,607.8966259870782,501.0,37.2720142,-121.9077526,0,0,0,0,0
9577,11670,2021-01-15,Condo/Co-op,95124,635000.0,2.0,2.0,841.0,0.0,1984.0,755.0535077288941,445.0,37.270736,-121.937928,0,0,0,0,0
9578,11671,2020-06-30,Single Family Residential,95124,1350000.0,3.0,2.0,1866.0,7343.0,1960.0,723.4726688102894,0.0,37.2713839,-121.934845,0,0,0,1,0
9579,11672,2020-12-10,Single Family Residential,95124,1280000.0,3.0,2.0,1424.0,5889.0,1963.0,898.876404494382,0.0,37.2694458,-121.9127664,0,0,0,1,0
9580,11673,2020-04-29,Single Family Residential,95118,910000.0,3.0,2.0,1095.0,6207.0,1960.0,831.0502283105022,0.0,37.2469512,-121.8990612,0,0,0,1,0
9581,11674,2019-10-25,Single Family Residential,95125,1678000.0,4.0,2.0,1720.0,6586.0,1960.0,975.5813953488372,0.0,37.281959,-121.9055076,0,0,0,1,0
9582,11677,2020-10-15,Townhouse,95008,742500.0,2.0,1.5,970.0,853.0,1973.0,765.4639175257732,364.0,37.270631,-121.989946,0,0,0,0,1
9583,11682,2019-10-23,Condo/Co-op,95118,570000.0,2.0,2.0,845.0,919.0,1985.0,674.5562130177515,450.0,37.2615348,-121.8772792,0,0,0,0,0
9584,11685,2019-08-02,Single Family Residential,95138,1680000.0,5.0,4.5,3188.0,5031.0,2005.0,526.9761606022585,210.0,37.2906432,-121.7976703,0,0,0,1,0
9585,11688,2021-01-28,Single Family Residential,95125,1315000.0,2.0,1.0,1200.0,5864.0,1938.0,1095.8333333333333,0.0,37.2946352,-121.8900801,0,0,0,1,0
9586,11691,2019-12-20,Mobile/Manufactured Home,95125,145000.0,2.0,2.0,944.0,0.0,1999.0,153.60169491525423,0.0,37.2948324,-121.8782353,1,0,0,0,0
9587,11695,2019-07-03,Single Family Residential,95125,885000.0,2.0,2.5,1690.0,1396.0,2004.0,523.6686390532544,176.0,37.295763,-121.864761,0,0,0,1,0
9588,11696,2020-02-11,Single Family Residential,95125,1060000.0,4.0,3.0,2362.0,1824.0,2004.0,448.7722269263336,99.0,37.2949519,-121.8653116,0,0,0,1,0
9589,11697,2019-06-07,Single Family Residential,95125,1050000.0,3.0,2.5,2021.0,1839.0,2006.0,519.5447798119743,91.0,37.2956618,-121.863726,0,0,0,1,0
9590,11698,2019-07-19,Single Family Residential,95125,975000.0,3.0,2.5,1937.0,2204.0,2004.0,503.3557046979866,191.0,37.2962547,-121.8674907,0,0,0,1,0
9591,11699,2019-11-26,Single Family Residential,95125,850000.0,2.0,2.5,1690.0,1396.0,2004.0,502.9585798816568,176.0,37.2956987,-121.8641998,0,0,0,1,0
9592,11701,2020-01-28,Single Family Residential,95124,1335000.0,3.0,2.0,1831.0,5891.0,1968.0,729.1097760786455,0.0,37.2368745,-121.9204218,0,0,0,1,0
9593,11702,2020-08-21,Single Family Residential,95120,1705000.0,4.0,3.0,2827.0,4505.0,1989.0,603.1128404669261,0.0,37.2028436,-121.837913,0,0,0,1,0
9594,11703,2020-02-28,Single Family Residential,95120,1645000.0,4.0,2.0,2167.0,8335.0,1972.0,759.1139824642363,0.0,37.2094591,-121.8387137,0,0,0,1,0
9595,11704,2020-09-23,Single Family Residential,95120,2250000.0,5.0,4.5,3852.0,8859.0,2019.0,584.1121495327103,0.0,37.2028493,-121.8405491,0,0,0,1,0
9596,11705,2020-06-16,Single Family Residential,95120,2875000.0,5.0,4.5,5039.0,18419.0,1983.0,570.549712244493,0.0,37.1974895,-121.8367342,0,0,0,1,0
9597,11706,2020-06-05,Single Family Residential,95120,1715000.0,4.0,3.0,2585.0,8250.0,1987.0,663.4429400386847,49.0,37.2074908,-121.8497006,0,0,0,1,0
9598,11708,2019-09-30,Single Family Residential,95120,1645000.0,4.0,2.5,2713.0,9123.0,1974.0,606.3398451898267,0.0,37.2027354,-121.8413605,0,0,0,1,0
9599,11709,2019-09-06,Single Family Residential,95120,1805000.0,4.0,3.0,3202.0,8030.0,1985.0,563.7101811367895,47.0,37.2063012,-121.8495227,0,0,0,1,0
9600,11710,2020-07-10,Townhouse,95120,1400000.0,3.0,2.0,1918.0,5163.0,1997.0,729.92700729927,399.0,37.198744,-121.846053,0,0,0,0,1
9601,11713,2021-02-08,Single Family Residential,95125,2900000.0,5.0,4.5,3752.0,14534.0,1962.0,772.9211087420042,0.0,37.286471,-121.9193549,0,0,0,1,0
9602,11714,2020-12-17,Single Family Residential,95008,1400000.0,4.0,3.0,1996.0,6700.0,1957.0,701.4028056112224,0.0,37.2877685,-121.9238,0,0,0,1,0
9603,11720,2020-10-26,Single Family Residential,95130,1470000.0,2.0,1.0,1509.0,10141.0,1952.0,974.155069582505,0.0,37.2975328,-121.9727942,0,0,0,1,0
9604,11722,2020-12-31,Single Family Residential,95130,1450000.0,4.0,3.0,2047.0,10140.0,1949.0,708.3536883243771,0.0,37.2975519,-121.9731052,0,0,0,1,0
9605,11723,2020-11-13,Single Family Residential,95125,2421000.0,4.0,2.0,2137.0,10525.0,1957.0,1132.8965839962564,0.0,37.2845614,-121.9071747,0,0,0,1,0
9606,11724,2021-01-06,Condo/Co-op,95123,560000.0,1.0,1.0,1021.0,0.0,1984.0,548.4818805093046,458.0,37.2531122,-121.8739846,0,0,0,0,0
9607,11726,2021-02-08,Single Family Residential,95124,1280000.0,3.0,2.0,1401.0,5959.0,1976.0,913.6331192005711,0.0,37.2424248,-121.9046185,0,0,0,1,0
9608,11727,2019-05-17,Single Family Residential,95124,1280000.0,3.0,2.5,1695.0,3728.0,1989.0,755.1622418879056,0.0,37.23356,-121.902144,0,0,0,1,0
9609,11728,2021-01-07,Single Family Residential,95124,1115000.0,3.0,2.0,1220.0,7362.0,1959.0,913.9344262295082,0.0,37.2366332,-121.9044184,0,0,0,1,0
9610,11729,2019-10-11,Single Family Residential,95124,1382500.0,3.0,2.0,1769.0,8064.0,1963.0,781.5149802148106,0.0,37.2292259,-121.9054632,0,0,0,1,0
9611,11730,2019-08-12,Single Family Residential,95124,1225000.0,3.0,2.0,1740.0,7070.0,1958.0,704.0229885057471,0.0,37.236899,-121.907108,0,0,0,1,0
9612,11731,2019-12-23,Single Family Residential,95124,1140000.0,3.0,2.5,1677.0,3493.0,1989.0,679.7853309481217,0.0,37.2338653,-121.9026532,0,0,0,1,0
9613,11732,2021-01-08,Single Family Residential,95124,1157000.0,4.0,2.0,1478.0,6770.0,1961.0,782.8146143437077,0.0,37.2360916,-121.9066635,0,0,0,1,0
9614,11734,2020-10-05,Townhouse,95125,948000.0,2.0,2.5,1641.0,3581.0,1974.0,577.6965265082267,523.0,37.289396,-121.884777,0,0,0,0,1
9615,11736,2020-09-14,Single Family Residential,95125,1285000.0,3.0,2.0,1288.0,7461.0,1947.0,997.6708074534162,0.0,37.2887844,-121.8912806,0,0,0,1,0
9616,11737,2020-12-21,Single Family Residential,95125,1062000.0,3.0,2.0,1542.0,6250.0,1957.0,688.715953307393,0.0,37.2875485,-121.8804758,0,0,0,1,0
9617,11738,2021-01-06,Single Family Residential,95125,2225000.0,4.0,3.0,2388.0,8164.0,2007.0,931.7420435510887,0.0,37.2859742,-121.894882,0,0,0,1,0
9618,11739,2019-11-13,Single Family Residential,95125,1475000.0,3.0,1.5,1378.0,9164.0,1951.0,1070.3918722786648,0.0,37.2893515,-121.8939039,0,0,0,1,0
9619,11742,2021-01-19,Single Family Residential,95136,1100000.0,3.0,3.5,2411.0,1873.0,2005.0,456.2422231439237,72.0,37.288438,-121.862696,0,0,0,1,0
9620,11743,2020-11-23,Condo/Co-op,95136,570000.0,1.0,1.0,888.0,0.0,2006.0,641.8918918918919,414.0,37.286562,-121.861063,0,0,0,0,0
9621,11744,2020-04-08,Townhouse,95111,885000.0,3.0,3.5,1856.0,1012.0,2015.0,476.8318965517241,182.0,37.290728,-121.8552824,0,0,0,0,1
9622,11745,2019-11-07,Townhouse,95111,850000.0,3.0,2.5,1734.0,1415.0,2011.0,490.19607843137254,228.0,37.2912113,-121.8572317,0,0,0,0,1
9623,11746,2021-01-13,Mobile/Manufactured Home,95111,258000.0,2.0,2.0,1488.0,0.0,1978.0,173.38709677419354,0.0,37.2936104,-121.8547614,1,0,0,0,0
9624,11747,2019-08-12,Condo/Co-op,95136,800000.0,2.0,2.0,1323.0,1961.0,2004.0,604.6863189720333,190.0,37.2840149,-121.857825,0,0,0,0,0
9625,11748,2019-05-08,Townhouse,95111,888000.0,3.0,3.5,1856.0,1018.0,2015.0,478.44827586206895,236.0,37.2902037,-121.8541292,0,0,0,0,1
9626,11749,2020-03-23,Townhouse,95111,750000.0,2.0,2.5,1457.0,1129.0,2015.0,514.7563486616335,195.0,37.2897967,-121.8535137,0,0,0,0,1
9627,11750,2019-06-27,Condo/Co-op,95111,820000.0,2.0,2.5,1303.0,435.0,2018.0,629.3169608595549,196.0,37.292104,-121.852387,0,0,0,0,0
9628,11751,2020-09-03,Condo/Co-op,95136,860000.0,3.0,2.5,1631.0,0.0,2002.0,527.2838749233599,203.0,37.2808031,-121.853307,0,0,0,0,0
9629,11752,2020-12-08,Townhouse,95136,750000.0,2.0,2.5,1264.0,850.0,2002.0,593.3544303797469,194.0,37.2807796,-121.8547933,0,0,0,0,1
