SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-8-2021,Single Family Residential,4308 Dulcey Dr,SAN JOSE,CA,95136,1375000,4,2.5,SAN JOSE,2209,5767,1972,16,622,35,Sold,,,http://www.redfin.com/CA/San-Jose/4308-Dulcey-Dr-95136/home/864866,MLSListings,ML81838089,N,Y,37.2706863,-121.843073
PAST SALE,December-10-2020,Single Family Residential,1915 Coastland Ave,SAN JOSE,CA,95125,1655000,3,2.0,SAN JOSE,1641,6540,1949,135,1009,,Sold,,,http://www.redfin.com/CA/San-Jose/1915-Coastland-Ave-95125/home/846807,MLSListings,ML81818964,N,Y,37.2981717,-121.8858116
PAST SALE,January-14-2021,Single Family Residential,1749 Jonathan Ave,SAN JOSE,CA,95125,1250000,2,1.0,SAN JOSE,1012,4361,1925,100,1235,,Sold,,,http://www.redfin.com/CA/San-Jose/1749-Jonathan-Ave-95125/home/840559,MLSListings,ML81821787,N,Y,37.2997637,-121.8879014
PAST SALE,October-30-2020,Single Family Residential,1964 Johnston Ave,SAN JOSE,CA,95125,1290000,3,2.0,SAN JOSE,1503,6706,1950,176,858,,Sold,,,http://www.redfin.com/CA/San-Jose/1964-Johnston-Ave-95125/home/1108094,MLSListings,ML81811445,N,Y,37.2979819,-121.8838107
PAST SALE,November-20-2020,Mobile/Manufactured Home,1850 Evans Ln #32,SAN JOSE,CA,95125,284900,3,3.0,SAN JOSE,1173,,1981,155,243,,Sold,,,http://www.redfin.com/CA/San-Jose/1850-Evans-Ln-95125/unit-32/home/1120627,MLSListings,ML81809853,N,Y,37.2989414,-121.876725
PAST SALE,March-12-2021,Condo/Co-op,2298 Almaden Rd Unit A,SAN JOSE,CA,95125,700000,2,2.0,SAN JOSE,1163,,1979,43,602,458,Sold,,,http://www.redfin.com/CA/San-Jose/2298-Almaden-Rd-95125/unit-A/home/167457051,MLSListings,ML81828497,N,Y,37.2929179,-121.8788749
PAST SALE,March-22-2021,Condo/Co-op,2128 Canoas Garden Ave Unit C,SAN JOSE,CA,95125,700000,2,1.5,SAN JOSE,1076,,1980,33,651,415,Sold,,,http://www.redfin.com/CA/San-Jose/2128-Canoas-Garden-Ave-95125/unit-C/home/167456907,MLSListings,ML81829471,N,Y,37.2965159,-121.87793
PAST SALE,March-17-2021,Condo/Co-op,2214 Almaden Rd Unit B,SAN JOSE,CA,95125,689000,2,2.0,SAN JOSE,1163,,1979,38,592,458,Sold,,,http://www.redfin.com/CA/San-Jose/2214-Almaden-Rd-95125/unit-B/home/167456986,MLSListings,ML81822880,N,Y,37.293798,-121.879424
PAST SALE,April-8-2021,Single Family Residential,884 Willow Glen Way,SAN JOSE,CA,95125,1900000,3,3.0,SAN JOSE,2496,8409,1947,16,761,,Sold,,,http://www.redfin.com/CA/San-Jose/884-Willow-Glen-Way-95125/home/1831663,MLSListings,ML81838118,N,Y,37.3026218,-121.8892798
PAST SALE,April-13-2021,Single Family Residential,6348 Paso Los Cerritos,SAN JOSE,CA,95120,1950000,4,2.5,SAN JOSE,2372,13800,1971,11,822,,Sold,,,http://www.redfin.com/CA/San-Jose/6348-Paso-Los-Cerritos-95120/home/1348731,MLSListings,ML81833731,N,Y,37.2216834,-121.8927701
PAST SALE,,Single Family Residential,1362 Hillcrest Ct,San Jose,CA,95120,2200000,4,3.0,,2724,15335,1973,,808,,,,,http://www.redfin.com/CA/San-Jose/1362-Hillcrest-Ct-95120/home/930568,,,N,Y,37.2097155,-121.8693808
PAST SALE,September-16-2020,Single Family Residential,5640 Morton Way,SAN JOSE,CA,95123,1130000,4,2.5,SAN JOSE,1852,6065,1975,220,610,,Sold,,,http://www.redfin.com/CA/San-Jose/5640-Morton-Way-95123/home/951366,MLSListings,ML81802519,N,Y,37.2493626,-121.8494337
PAST SALE,May-17-2019,Single Family Residential,1178 Lockhaven Way,SAN JOSE,CA,95129,2110000,3,2.0,SAN JOSE,1332,6092,1965,708,1584,,Sold,,,http://www.redfin.com/CA/San-Jose/1178-Lockhaven-Way-95129/home/784934,MLSListings,ML81746412,N,Y,37.3034559,-122.0062888
PAST SALE,December-11-2020,Townhouse,1069 Almaden Village Ln,SAN JOSE,CA,95120,1074950,3,2.5,SAN JOSE,1673,2689,1989,134,643,415,Sold,,,http://www.redfin.com/CA/San-Jose/1069-Almaden-Village-Ln-95120/home/1005454,MLSListings,ML81816033,N,Y,37.2038076,-121.8386475
PAST SALE,May-8-2020,Single Family Residential,737 Casswood Ct,SAN JOSE,CA,95120,1680000,5,3.0,SAN JOSE,3146,9020,1977,351,534,,Sold,,,http://www.redfin.com/CA/San-Jose/737-Casswood-Ct-95120/home/1005983,MLSListings,ML81786770,N,Y,37.2108591,-121.8286156
PAST SALE,October-28-2019,Single Family Residential,751 Portswood Dr,SAN JOSE,CA,95120,1330000,3,2.0,SAN JOSE,1762,8050,1979,544,755,,Sold,,,http://www.redfin.com/CA/San-Jose/751-Portswood-Dr-95120/home/1481760,MLSListings,ML81767198,N,Y,37.2036882,-121.8354664
PAST SALE,February-7-2020,Townhouse,1304 Weepinggate Ln,SAN JOSE,CA,95136,695000,3,1.5,SAN JOSE,1296,1353,1977,442,536,360,Sold,,,http://www.redfin.com/CA/San-Jose/1304-Weepinggate-Ln-95136/home/1511947,MLSListings,ML81777649,N,Y,37.2595095,-121.8306175
PAST SALE,July-10-2020,Townhouse,130 Baroni Ave #1,SAN JOSE,CA,95136,689000,3,2.5,SAN JOSE,1482,2068,1981,288,465,385,Sold,,,http://www.redfin.com/CA/San-Jose/130-Baroni-Ave-95136/unit-1/home/1128996,MLSListings,ML81791342,N,Y,37.2753604,-121.841798
PAST SALE,January-4-2021,Single Family Residential,399 Grandpark Cir,SAN JOSE,CA,95136,960000,3,2.0,SAN JOSE,1260,6154,1968,110,762,,Sold,,,http://www.redfin.com/CA/San-Jose/399-Grandpark-Cir-95136/home/1338954,MLSListings,ML81818306,N,Y,37.2683632,-121.8475656
PAST SALE,April-24-2020,Townhouse,258 Truckee Ln,SAN JOSE,CA,95136,665000,3,2.0,SAN JOSE,1175,2312,1973,365,566,400,Sold,,,http://www.redfin.com/CA/San-Jose/258-Truckee-Ln-95136/home/1015682,MLSListings,ML81787627,N,Y,37.274434,-121.841716
PAST SALE,May-23-2019,Condo/Co-op,329 Vista Roma Way,SAN JOSE,CA,95136,925000,4,2.5,SAN JOSE,1878,824,2004,702,493,330,Sold,,,http://www.redfin.com/CA/San-Jose/329-Vista-Roma-Way-95136/home/1052961,MLSListings,ML81747683,N,Y,37.2755408,-121.8477232
PAST SALE,December-9-2020,Single Family Residential,4684 Holycon Cir,SAN JOSE,CA,95136,930000,3,2.0,SAN JOSE,1442,6001,1973,136,645,,Sold,,,http://www.redfin.com/CA/San-Jose/4684-Holycon-Cir-95136/home/1518161,MLSListings,ML81819167,N,Y,37.2672906,-121.8363116
PAST SALE,December-23-2020,Single Family Residential,4198 Kingspark Dr,SAN JOSE,CA,95136,1105000,3,2.0,SAN JOSE,1442,5565,1971,122,766,33,Sold,,,http://www.redfin.com/CA/San-Jose/4198-Kingspark-Dr-95136/home/1245951,MLSListings,ML81820906,N,Y,37.2722185,-121.8393365
PAST SALE,June-10-2019,Townhouse,130 Baroni Ave #50,SAN JOSE,CA,95136,775000,3,2.5,SAN JOSE,1482,4555,1981,684,523,385,Sold,,,http://www.redfin.com/CA/San-Jose/130-Baroni-Ave-95136/unit-50/home/1428555,MLSListings,ML81740834,N,Y,37.27536,-121.841798
PAST SALE,December-28-2020,Condo/Co-op,1081 Almaden Village Ln,SAN JOSE,CA,95120,1010001,3,2.5,SAN JOSE,1672,,1989,117,604,415,Sold,,,http://www.redfin.com/CA/San-Jose/1081-Almaden-Village-Ln-95120/home/1703085,MLSListings,ML81822030,N,Y,37.203333,-121.839087
PAST SALE,January-4-2021,Single Family Residential,6020 Colter Pl,SAN JOSE,CA,95123,908000,3,2.0,SAN JOSE,1228,6428,1971,110,739,,Sold,,,http://www.redfin.com/CA/San-Jose/6020-Colter-Pl-95123/home/852889,MLSListings,ML81820464,N,Y,37.238978,-121.8403596
PAST SALE,July-16-2019,Condo/Co-op,5519 Don Octavio Ct,SAN JOSE,CA,95123,512000,2,1.5,SAN JOSE,950,779,1970,648,539,240,Sold,,,http://www.redfin.com/CA/San-Jose/5519-Don-Octavio-Ct-95123/home/1690430,MLSListings,ML81753439,N,Y,37.2533314,-121.8393476
PAST SALE,November-25-2020,Single Family Residential,242 Cheris Dr,SAN JOSE,CA,95123,910000,5,3.0,SAN JOSE,1800,4645,1978,150,506,,Sold,,,http://www.redfin.com/CA/San-Jose/242-Cheris-Dr-95123/home/777363,MLSListings,ML81813505,N,Y,37.2567229,-121.8284821
PAST SALE,October-3-2019,Condo/Co-op,5483 Sean Cir #31,SAN JOSE,CA,95123,475000,2,1.0,SAN JOSE,997,1026,1979,569,476,415,Sold,,,http://www.redfin.com/CA/San-Jose/5483-Sean-Cir-95123/unit-31/home/1324693,MLSListings,ML81766191,N,Y,37.2539244,-121.8290017
PAST SALE,August-12-2020,Townhouse,465 Don Marco Ct,SAN JOSE,CA,95123,565000,2,1.5,SAN JOSE,950,779,1970,255,595,270,Sold,,,http://www.redfin.com/CA/San-Jose/465-Don-Marco-Ct-95123/home/1505906,MLSListings,ML81796600,N,Y,37.2542347,-121.8404486
PAST SALE,February-2-2021,Single Family Residential,319 Avenida Nogales,San Jose,CA,95123,1125000,4,2.5,San Jose,1908,6156,1968,81,590,,Sold,,,http://www.redfin.com/CA/San-Jose/319-Avenida-Nogales-95123/home/870002,CRMLS,SW20248592,N,Y,37.2572816,-121.8317741
PAST SALE,July-29-2019,Condo/Co-op,5484 Sean Cir #23,SAN JOSE,CA,95123,485000,2,1.0,SAN JOSE,997,1035,1979,635,486,425,Sold,,,http://www.redfin.com/CA/San-Jose/5484-Sean-Cir-95123/unit-23/home/1865734,MLSListings,ML81755314,N,Y,37.2537514,-121.8285614
PAST SALE,October-15-2019,Single Family Residential,5407 Studebaker Cir,SAN JOSE,CA,95136,850000,3,2.0,SAN JOSE,1123,5372,1985,557,757,,Sold,,,http://www.redfin.com/CA/San-Jose/5407-Studebaker-Cir-95136/home/1729057,MLSListings,ML81767485,N,Y,37.2585988,-121.8361782
PAST SALE,April-6-2021,Condo/Co-op,5272 Borneo Cir,SAN JOSE,CA,95123,625000,2,2.0,SAN JOSE,1122,,1986,18,557,420,Sold,,,http://www.redfin.com/CA/San-Jose/5272-Borneo-Cir-95123/home/1796260,MLSListings,ML81832951,N,Y,37.255284,-121.828729
PAST SALE,June-30-2020,Townhouse,7519 Deveron Ct,SAN JOSE,CA,95135,739950,2,2.0,SAN JOSE,1509,1929,1989,298,490,850,Sold,,,http://www.redfin.com/CA/San-Jose/7519-Deveron-Ct-95135/home/1586193,MLSListings,ML81791185,N,Y,37.2891093,-121.7435455
PAST SALE,May-12-2020,Single Family Residential,3153 Royal Meadow Ln,SAN JOSE,CA,95135,1700000,4,3.0,SAN JOSE,2652,12815,1988,347,641,,Sold,,,http://www.redfin.com/CA/San-Jose/3153-Royal-Meadow-Ln-95135/home/1688666,MLSListings,ML81782495,N,Y,37.2814484,-121.7461944
PAST SALE,October-9-2020,Condo/Co-op,8658 American Oak Dr,SAN JOSE,CA,95135,708000,2,2.0,SAN JOSE,1415,,1992,197,500,990,Sold,,,http://www.redfin.com/CA/San-Jose/8658-American-Oak-Dr-95135/home/1240278,MLSListings,ML81811189,N,Y,37.286279,-121.743682
PAST SALE,July-31-2020,Single Family Residential,3414 Meadowlands Ln,SAN JOSE,CA,95135,2051000,4,3.0,SAN JOSE,2983,15944,1996,267,688,,Sold,,,http://www.redfin.com/CA/San-Jose/3414-Meadowlands-Ln-95135/home/843773,MLSListings,ML81798215,N,Y,37.2829994,-121.741119
PAST SALE,October-31-2019,Townhouse,7526 Morevern Cir,SAN JOSE,CA,95135,759000,3,2.0,SAN JOSE,1572,2037,1988,541,483,989,Sold,,,http://www.redfin.com/CA/San-Jose/7526-Morevern-Cir-95135/home/965746,MLSListings,ML81768672,N,Y,37.2890574,-121.7428739
PAST SALE,April-1-2021,Condo/Co-op,7248 Via Mimosa,SAN JOSE,CA,95135,598000,2,2.0,SAN JOSE,1386,,1981,23,431,866,Sold,,,http://www.redfin.com/CA/San-Jose/7248-Via-Mimosa-95135/home/1705494,MLSListings,ML81831531,N,Y,37.291239,-121.747368
PAST SALE,April-6-2021,Condo/Co-op,7657 Falkirk Dr,SAN JOSE,CA,95135,865000,2,2.5,SAN JOSE,1751,,1988,18,494,1061,Sold,,,http://www.redfin.com/CA/San-Jose/7657-Falkirk-Dr-95135/home/1705589,MLSListings,ML81831409,N,Y,37.2896654,-121.7409567
PAST SALE,December-30-2020,Single Family Residential,327 Curie Dr,SAN JOSE,CA,95119,1190000,3,2.0,SAN JOSE,1694,6362,1970,115,702,,Sold,,,http://www.redfin.com/CA/San-Jose/327-Curie-Dr-95119/home/1241596,MLSListings,ML81820561,N,Y,37.2280728,-121.79836
PAST SALE,February-12-2021,Single Family Residential,209 Pinot Ct,SAN JOSE,CA,95119,1350000,5,3.5,SAN JOSE,2656,6236,1969,71,508,,Sold,,,http://www.redfin.com/CA/San-Jose/209-Pinot-Ct-95119/home/1233883,MLSListings,ML81824977,N,Y,37.2292691,-121.7828731
PAST SALE,May-1-2020,Single Family Residential,229 Arbor Valley Dr,SAN JOSE,CA,95119,950000,3,2.0,SAN JOSE,1406,6010,1970,358,676,,Sold,,,http://www.redfin.com/CA/San-Jose/229-Arbor-Valley-Dr-95119/home/761448,MLSListings,ML81787698,N,Y,37.2276185,-121.7832292
PAST SALE,February-10-2021,Single Family Residential,6610 Pemba Dr,SAN JOSE,CA,95119,935000,3,2.0,SAN JOSE,1137,5960,1970,73,822,,Sold,,,http://www.redfin.com/CA/San-Jose/6610-Pemba-Dr-95119/home/1640378,MLSListings,ML81826188,N,Y,37.2323168,-121.7891928
PAST SALE,January-21-2021,Single Family Residential,6777 Muscat Dr,SAN JOSE,CA,95119,925000,4,2.0,SAN JOSE,1308,5883,1970,93,707,,Sold,,,http://www.redfin.com/CA/San-Jose/6777-Muscat-Dr-95119/home/1007022,MLSListings,ML81823198,N,Y,37.2286557,-121.7842973
PAST SALE,January-25-2021,Single Family Residential,6755 Muscat Dr,SAN JOSE,CA,95119,980000,4,2.0,SAN JOSE,1788,6651,1970,89,548,,Sold,,,http://www.redfin.com/CA/San-Jose/6755-Muscat-Dr-95119/home/1376179,MLSListings,ML81804716,N,Y,37.2290347,-121.7849204
PAST SALE,June-18-2019,Single Family Residential,6548 Catamaran St,SAN JOSE,CA,95119,831000,4,2.0,SAN JOSE,1408,6044,1970,676,590,,Sold,,,http://www.redfin.com/CA/San-Jose/6548-Catamaran-St-95119/home/1409351,MLSListings,ML81753735,N,Y,37.2322661,-121.7915069
PAST SALE,October-10-2019,Single Family Residential,6173 Purple Sage Ct,SAN JOSE,CA,95119,1275000,5,3.0,SAN JOSE,2563,6986,1975,562,497,33,Sold,,,http://www.redfin.com/CA/San-Jose/6173-Purple-Sage-Ct-95119/home/1293289,MLSListings,ML81766486,N,Y,37.2346944,-121.793465
PAST SALE,June-10-2020,Single Family Residential,223 Prague Dr,San Jose,CA,95119,1250000,4,2.5,699 - Not Defined,2256,6000,1974,318,554,,Sold,,,http://www.redfin.com/CA/San-Jose/223-Prague-Dr-95119/home/1558721,CRMLS,200017422,N,Y,37.2285147,-121.7883027
PAST SALE,August-14-2020,Single Family Residential,5352 Cedar Grove Cir,SAN JOSE,CA,95123,953000,4,2.0,SAN JOSE,1362,5079,1977,253,700,,Sold,,,http://www.redfin.com/CA/San-Jose/5352-Cedar-Grove-Cir-95123/home/1099464,MLSListings,ML81799857,N,Y,37.2573878,-121.8218533
PAST SALE,January-22-2021,Single Family Residential,5066 Edenvale Ave,SAN JOSE,CA,95136,1190000,4,3.5,SAN JOSE,2508,2235,2017,92,474,170,Sold,,,http://www.redfin.com/CA/San-Jose/5066-Edenvale-Ave-95136/home/160965114,MLSListings,ML81809075,N,Y,37.2620265,-121.81926
PAST SALE,November-24-2020,Townhouse,4960 Red Creek Dr,SAN JOSE,CA,95136,750000,3,2.5,SAN JOSE,1360,7083,1985,151,551,370,Sold,,,http://www.redfin.com/CA/San-Jose/4960-Red-Creek-Dr-95136/home/1062064,MLSListings,ML81811496,N,Y,37.262916,-121.822945
PAST SALE,,Single Family Residential,5295 War Wagon Dr,San Jose,CA,95136,1000000,4,2.0,,1632,7248,1981,,613,,,,,http://www.redfin.com/CA/San-Jose/5295-War-Wagon-Dr-95136/home/1313150,,,N,Y,37.2591483,-121.8216308
PAST SALE,February-12-2021,Single Family Residential,95 Rooster Ct,SAN JOSE,CA,95136,1385000,4,2.5,SAN JOSE,2261,5936,1984,71,613,,Sold,,,http://www.redfin.com/CA/San-Jose/95-Rooster-Ct-95136/home/1472353,MLSListings,ML81824744,N,Y,37.2615724,-121.8251677
PAST SALE,January-17-2020,Single Family Residential,5359 Birch Grove Dr,SAN JOSE,CA,95123,1000000,4,2.0,SAN JOSE,1887,6840,1977,463,530,,Sold,,,http://www.redfin.com/CA/San-Jose/5359-Birch-Grove-Dr-95123/home/1031490,MLSListings,ML81726562,N,Y,37.2568937,-121.8199179
PAST SALE,September-11-2019,Single Family Residential,6247 Solomon Ct,SAN JOSE,CA,95123,1360000,4,3.0,SAN JOSE,2773,7285,2009,591,490,,Sold,,,http://www.redfin.com/CA/San-Jose/6247-Solomon-Ct-95123/home/1115250,MLSListings,ML81764620,N,Y,37.2316873,-121.8067479
PAST SALE,May-22-2020,Condo/Co-op,5933 Sunstone Dr #204,SAN JOSE,CA,95123,680000,2,2.0,SAN JOSE,1261,,2019,337,539,630,Sold,,,http://www.redfin.com/CA/San-Jose/5933-Sunstone-Dr-95123/unit-204/home/168907049,MLSListings,ML81787977,N,Y,37.2422684,-121.7990794
PAST SALE,August-21-2020,Townhouse,7437 Tulare Hill Dr,SAN JOSE,CA,95139,790000,3,2.5,SAN JOSE,1655,1852,1982,246,477,450,Sold,,,http://www.redfin.com/CA/San-Jose/7437-Tulare-Hill-Dr-95139/home/1010058,MLSListings,ML81804117,N,Y,37.2275263,-121.7606188
PAST SALE,March-17-2020,Townhouse,7384 Tulare Hill Dr,SAN JOSE,CA,95139,780000,3,2.5,SAN JOSE,1655,1946,1982,403,471,450,Sold,,,http://www.redfin.com/CA/San-Jose/7384-Tulare-Hill-Dr-95139/home/1558735,MLSListings,ML81781906,N,Y,37.2269311,-121.7606862
PAST SALE,December-19-2019,Townhouse,7390 Tulare Hill Dr,SAN JOSE,CA,95139,725000,3,2.5,SAN JOSE,1624,1872,1982,492,446,450,Sold,,,http://www.redfin.com/CA/San-Jose/7390-Tulare-Hill-Dr-95139/home/1680278,MLSListings,ML81763977,N,Y,37.2269289,-121.761096
PAST SALE,January-6-2020,Single Family Residential,42 Avenida Espana,SAN JOSE,CA,95139,960000,4,2.0,SAN JOSE,1734,6075,1972,474,554,,Sold,,,http://www.redfin.com/CA/San-Jose/42-Avenida-Espana-95139/home/632059,MLSListings,ML81776336,N,Y,37.230785,-121.7637786
PAST SALE,March-31-2021,Single Family Residential,7352 Prindiville Dr,San Jose,CA,95138,1250000,4,2.5,SJOS - San Jose,1693,4605,1992,24,738,,Sold,,,http://www.redfin.com/CA/San-Jose/7352-Prindiville-Dr-95138/home/1678740,CRMLS,OC21026266,N,Y,37.2331555,-121.7623986
PAST SALE,March-30-2021,Single Family Residential,7166 Via Corona,SAN JOSE,CA,95139,1150000,3,2.0,SAN JOSE,1271,6080,1977,25,905,,Sold,,,http://www.redfin.com/CA/San-Jose/7166-Via-Corona-95139/home/1008076,MLSListings,ML81831385,N,Y,37.2316768,-121.7660932
PAST SALE,March-23-2021,Single Family Residential,7227 Via Bella,SAN JOSE,CA,95139,1235000,4,2.0,SAN JOSE,2345,6322,1972,32,527,53,Sold,,,http://www.redfin.com/CA/San-Jose/7227-Via-Bella-95139/home/1002379,MLSListings,ML81830401,N,Y,37.226662,-121.767573
PAST SALE,April-2-2021,Single Family Residential,7080 Via Blanca,SAN JOSE,CA,95139,1425000,4,2.5,SAN JOSE,2345,6500,1972,22,608,,Sold,,,http://www.redfin.com/CA/San-Jose/7080-Via-Blanca-95139/home/1171042,MLSListings,ML81832161,N,Y,37.2323091,-121.7681408
PAST SALE,,Single Family Residential,7214 Via Romera,San Jose,CA,95139,950000,3,2.0,,1308,6678,1972,,726,,,,,http://www.redfin.com/CA/San-Jose/7214-Via-Romera-95139/home/1536952,,,N,Y,37.2278282,-121.7672505
PAST SALE,,Single Family Residential,1798 Indigo Oak Ln,San Jose,CA,95121,1640000,5,4.5,,3197,9707,2002,,513,,,,,http://www.redfin.com/CA/San-Jose/1798-Indigo-Oak-Ln-95121/home/1667846,,,N,Y,37.2964157,-121.7990053
PAST SALE,October-20-2020,Single Family Residential,3812 Polton Place Way,SAN JOSE,CA,95121,1035000,4,3.0,SAN JOSE,1690,5376,1973,186,612,,Sold,,,http://www.redfin.com/CA/San-Jose/3812-Polton-Pl-Way-95121/home/1627276,MLSListings,ML81795563,N,Y,37.2972952,-121.8092174
PAST SALE,,Single Family Residential,1260 Medley Dr,San Jose,CA,95121,826000,3,2.0,,1425,6819,1978,,580,,,,,http://www.redfin.com/CA/San-Jose/1260-Medley-Dr-95121/home/1832864,,,N,Y,37.3008197,-121.8186944
PAST SALE,December-18-2020,Single Family Residential,1399 Crailford Ct,SAN JOSE,CA,95121,1060000,4,3.0,SAN JOSE,1854,7922,1973,127,572,,Sold,,,http://www.redfin.com/CA/San-Jose/1399-Crailford-Ct-95121/home/1230708,MLSListings,ML81818863,N,Y,37.297641,-121.8124655
PAST SALE,,Single Family Residential,3406 Vangorn Ct,San Jose,CA,95121,1200000,4,3.0,,2524,9502,1977,,475,,,,,http://www.redfin.com/CA/San-Jose/3406-Vangorn-Ct-95121/home/1496485,,,N,Y,37.299391,-121.8171817
PAST SALE,January-8-2021,Single Family Residential,1719 Indigo Oak Ln,SAN JOSE,CA,95121,1975000,5,4.0,SAN JOSE,3305,5644,2001,106,598,27,Sold,,,http://www.redfin.com/CA/San-Jose/1719-Indigo-Oak-Ln-95121/home/1437411,MLSListings,ML81821546,N,Y,37.2965768,-121.8028099
PAST SALE,February-5-2021,Single Family Residential,1249 Lightland Rd,SAN JOSE,CA,95121,815000,2,2.0,SAN JOSE,1206,3614,1976,78,676,,Sold,,,http://www.redfin.com/CA/San-Jose/1249-Lightland-Rd-95121/home/1543949,MLSListings,ML81823563,N,Y,37.2948049,-121.8140227
PAST SALE,October-29-2019,Single Family Residential,1070 Culloden Ct,SAN JOSE,CA,95121,850000,4,2.5,SAN JOSE,1861,8043,1975,543,457,,Sold,,,http://www.redfin.com/CA/San-Jose/1070-Culloden-Ct-95121/home/1420981,MLSListings,ML81770440,N,Y,37.2935362,-121.8185165
PAST SALE,March-5-2021,Single Family Residential,1429 Cottlestone Ct,SAN JOSE,CA,95121,1644562,5,3.0,SAN JOSE,3513,6108,2020,50,468,409,Sold,,,http://www.redfin.com/CA/San-Jose/1429-Cottlestone-Ct-95121/home/160842002,MLSListings,ML81798941,N,Y,37.2950823,-121.8081952
PAST SALE,,Single Family Residential,382 Gardenia Dr,San Jose,CA,95123,1310000,4,3.0,,2284,4185,1998,,574,,,,,http://www.redfin.com/CA/San-Jose/382-Gardenia-Dr-95123/home/1611231,,,N,Y,37.2401563,-121.812243
PAST SALE,October-20-2020,Single Family Residential,5949 Wildflower Dr,SAN JOSE,CA,95123,1530000,5,3.0,SAN JOSE,2735,4304,1998,186,559,,Sold,,,http://www.redfin.com/CA/San-Jose/5949-Wildflower-Dr-95123/home/951191,MLSListings,ML81809528,N,Y,37.2400199,-121.8128882
PAST SALE,August-30-2019,Single Family Residential,307 Daisy Dr,SAN JOSE,CA,95123,1505000,5,4.0,SAN JOSE,2952,4185,1998,603,510,,Sold,,,http://www.redfin.com/CA/San-Jose/307-Daisy-Dr-95123/home/1669059,MLSListings,ML81760822,N,Y,37.2399683,-121.8099738
PAST SALE,August-18-2020,Townhouse,332 Ribbonwood Ave,SAN JOSE,CA,95123,720000,2,2.5,SAN JOSE,1211,686,1998,249,595,271,Sold,,,http://www.redfin.com/CA/San-Jose/332-Ribbonwood-Ave-95123/home/1865649,MLSListings,ML81792690,N,Y,37.2396837,-121.8048456
PAST SALE,November-16-2020,Single Family Residential,5864 Embee Dr,SAN JOSE,CA,95123,1000000,3,2.0,SAN JOSE,1260,6105,1968,159,794,,Sold,,,http://www.redfin.com/CA/San-Jose/5864-Embee-Dr-95123/home/932008,MLSListings,ML81815338,N,Y,37.244959,-121.8132441
PAST SALE,November-24-2020,Condo/Co-op,5717 Makati Cir Unit G,San Jose,CA,95123,430000,1,1.0,Blossom Hill,552,,1984,151,779,37,Sold,,,http://www.redfin.com/CA/San-Jose/5717-Makati-Cir-95123/unit-G/home/1731952,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40920474,N,Y,37.2490357,-121.805146
PAST SALE,September-28-2020,Mobile/Manufactured Home,165 Blossom Hill Rd #344,SAN JOSE,CA,95123,315000,3,2.0,SAN JOSE,1680,,2014,208,188,,Sold,,,http://www.redfin.com/CA/San-Jose/165-Blossom-Hill-Rd-95123/unit-344/home/171795117,MLSListings,ML81793117,N,Y,37.2517092,-121.8088897
PAST SALE,September-25-2020,Mobile/Manufactured Home,436 Lily Ann Way #436,SAN JOSE,CA,95123,269900,3,2.0,SAN JOSE,1440,,1977,211,187,,Sold,,,http://www.redfin.com/CA/San-Jose/165-Blossom-Hill-Rd-95123/unit-436/home/46416045,MLSListings,ML81796915,N,Y,37.252171,-121.809116
PAST SALE,February-16-2021,Mobile/Manufactured Home,165 Blossom Hill Rd #475,SAN JOSE,CA,95123,279000,2,2.0,SAN JOSE,1464,,1977,67,191,,Sold,,,http://www.redfin.com/CA/San-Jose/165-Blossom-Hill-Rd-95123/unit-475/home/63741532,MLSListings,ML81820559,N,Y,37.252171,-121.809116
PAST SALE,August-30-2019,Single Family Residential,6062 Emlyn Ct,SAN JOSE,CA,95123,1015000,5,3.0,SAN JOSE,1713,6824,1968,603,593,,Sold,,,http://www.redfin.com/CA/San-Jose/6062-Emlyn-Ct-95123/home/1505218,MLSListings,ML81758970,N,Y,37.2378773,-121.8104187
PAST SALE,September-18-2019,Condo/Co-op,5386 Makati Cir,SAN JOSE,CA,95123,602950,2,2.0,SAN JOSE,1233,,1986,584,489,431,Sold,,,http://www.redfin.com/CA/San-Jose/5386-Makati-Cir-95123/home/951330,MLSListings,ML81757470,N,Y,37.250584,-121.807118
PAST SALE,December-6-2019,Single Family Residential,250 Omira Dr,SAN JOSE,CA,95123,945000,4,2.0,SAN JOSE,1664,4933,1963,505,568,,Sold,,,http://www.redfin.com/CA/San-Jose/250-Omira-Dr-95123/home/1362432,MLSListings,ML81772413,N,Y,37.2503433,-121.8162029
PAST SALE,July-7-2020,Condo/Co-op,5688 Makati Cir Unit E,SAN JOSE,CA,95123,600000,2,2.0,SAN JOSE,989,924,1985,291,607,479,Sold,,,http://www.redfin.com/CA/San-Jose/5688-Makati-Cir-95123/unit-E/home/1783140,MLSListings,ML81794262,N,Y,37.2479457,-121.8072818
