SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-15-2019,Single Family Residential,11301 Enchanto Vista Dr,SAN JOSE,CA,95127,1155000,5,3.0,SAN JOSE,2705,16127,1976,526,427,,Sold,,,http://www.redfin.com/CA/San-Jose/11301-Enchanto-Vista-Dr-95127/home/943099,MLSListings,ML81765665,N,Y,37.3924286,-121.8218978
PAST SALE,December-14-2020,Single Family Residential,1327 Boa Vis,SAN JOSE,CA,95122,760000,3,2.0,SAN JOSE,1061,2600,1972,131,716,,Sold,,,http://www.redfin.com/CA/San-Jose/1327-Boa-Vista-Dr-95122/home/1807109,MLSListings,ML81819836,N,Y,37.3239829,-121.8406488
PAST SALE,September-26-2019,Single Family Residential,1937 Edgecrest Dr,SAN JOSE,CA,95122,810000,5,3.0,SAN JOSE,1823,4061,1980,576,444,,Sold,,,http://www.redfin.com/CA/San-Jose/1937-Edgecrest-Dr-95122/home/738602,MLSListings,ML81761559,N,Y,37.3225932,-121.8212304
PAST SALE,March-11-2020,Single Family Residential,1716 Karl St,San Jose,CA,95122,660000,3,2.0,SJOS - San Jose,1150,5711,1959,409,574,,Sold,,,http://www.redfin.com/CA/San-Jose/1716-Karl-St-95122/home/679277,CRMLS,TR20015692,N,Y,37.3382778,-121.8275034
PAST SALE,,Single Family Residential,3903 Mars Ct,San Jose,CA,95121,1555000,4,3.0,,2428,7389,1999,,640,,,,,http://www.redfin.com/CA/San-Jose/3903-Mars-Ct-95121/home/1667158,,,N,Y,37.3020285,-121.7919964
PAST SALE,May-24-2019,Single Family Residential,1793 Daniel Maloney Dr,SAN JOSE,CA,95121,801000,3,2.0,SAN JOSE,1179,5248,1970,701,679,,Sold,,,http://www.redfin.com/CA/San-Jose/1793-Daniel-Maloney-Dr-95121/home/970665,MLSListings,ML81746006,N,Y,37.3057308,-121.8073041
PAST SALE,May-29-2019,Single Family Residential,1870 Macduee Ct,SAN JOSE,CA,95121,830000,4,2.0,SAN JOSE,1177,5661,1971,696,705,,Sold,,,http://www.redfin.com/CA/San-Jose/1870-Mac-Duee-Ct-95121/home/1146709,MLSListings,ML81745235,N,Y,37.3085437,-121.8070816
PAST SALE,February-5-2021,Mobile/Manufactured Home,2829 Moss Hollow Dr #2829,SAN JOSE,CA,95121,235000,2,2.0,SAN JOSE,1248,,1977,78,188,,Sold,,,http://www.redfin.com/CA/San-Jose/2829-Moss-Hollow-Dr-95121/unit-2829/home/173497534,MLSListings,ML81817062,N,Y,37.3165589,-121.8084163
PAST SALE,,Condo/Co-op,2517 Bankhead Way,San Jose,CA,95121,1437000,2,1.0,,826,,1976,,1740,,,,,http://www.redfin.com/CA/San-Jose/2517-Bankhead-Way-95121/home/1651425,,,N,Y,37.3081403,-121.799753
PAST SALE,,Single Family Residential,11260 Canyon Dr,San Jose,CA,95127,1350000,3,3.0,,2952,20593,1964,,457,,,,,http://www.redfin.com/CA/San-Jose/11260-Canyon-Dr-95127/home/1520409,,,N,Y,37.388432,-121.8212527
PAST SALE,,Single Family Residential,1172 Fairford Way,San Jose,CA,95129,2080000,3,2.0,,1296,6046,1963,,1605,,,,,http://www.redfin.com/CA/San-Jose/1172-Fairford-Way-95129/home/1647098,,,N,Y,37.3040909,-122.0084207
PAST SALE,June-9-2020,Single Family Residential,928 Hyde Ave,CUPERTINO,CA,95014,1525000,3,2.0,CUPERTINO,1220,6300,1960,319,1250,,Sold,,,http://www.redfin.com/CA/Cupertino/928-Hyde-Ave-95014/home/1614631,MLSListings,ML81789353,N,Y,37.3121454,-122.0102417
PAST SALE,,Multi-Family (2-4 Unit),915 Miller Ave,Cupertino,CA,95014,2100000,,,,2082,6969,1962,,1009,,,,,http://www.redfin.com/CA/Cupertino/915-Miller-Ave-95014/home/847760,,,N,Y,37.312109,-122.013788
PAST SALE,July-15-2019,Single Family Residential,2960 Cohansey Dr,SAN JOSE,CA,95132,1140000,3,2.0,SAN JOSE,1269,6970,1970,649,898,,Sold,,,http://www.redfin.com/CA/San-Jose/2960-Cohansey-Dr-95132/home/1155240,MLSListings,ML81756175,N,Y,37.4067137,-121.8708706
PAST SALE,,Condo/Co-op,917 Gilchrist Dr #2,San Jose,CA,95133,465000,2,1.0,,903,,1971,,515,,,,,http://www.redfin.com/CA/San-Jose/917-Gilchrist-Dr-95133/unit-2/home/699882,,,N,Y,37.3808885,-121.8559335
PAST SALE,June-20-2019,Single Family Residential,2006 Lockwood Dr,SAN JOSE,CA,95132,1106652,4,2.0,SAN JOSE,1610,6431,1969,674,687,,Sold,,,http://www.redfin.com/CA/San-Jose/2006-Lockwood-Dr-95132/home/641807,MLSListings,ML81752433,N,Y,37.4148085,-121.8595967
PAST SALE,July-1-2019,Single Family Residential,1780 Queenstown Dr,SAN JOSE,CA,95132,1085000,3,2.0,SAN JOSE,1577,7025,1972,663,688,,Sold,,,http://www.redfin.com/CA/San-Jose/1780-Queenstown-Dr-95132/home/1700780,MLSListings,ML81753098,N,Y,37.4060051,-121.8624653
PAST SALE,,Single Family Residential,1358 Morrill Ave,San Jose,CA,95132,454500,,,,,10297,,,,,,,,http://www.redfin.com/CA/San-Jose/1358-Morrill-Ave-95132/home/95957367,,,N,Y,37.396136,-121.860143
PAST SALE,March-25-2020,Single Family Residential,3188 Percivale Dr,SAN JOSE,CA,95127,850000,3,2.0,SAN JOSE,1128,5427,1959,395,754,,Sold,,,http://www.redfin.com/CA/San-Jose/3188-Percivale-Dr-95127/home/629784,MLSListings,ML81784344,N,Y,37.3828421,-121.8382244
PAST SALE,December-6-2019,Single Family Residential,3217 Golf Dr,SAN JOSE,CA,95127,779000,3,2.0,SAN JOSE,1128,5980,1959,505,691,,Sold,,,http://www.redfin.com/CA/San-Jose/3217-Golf-Dr-95127/home/1069723,MLSListings,ML81771932,N,Y,37.3841391,-121.8385358
PAST SALE,October-18-2019,Single Family Residential,2914 Betsy Way,SAN JOSE,CA,95133,690000,3,1.0,SAN JOSE,1130,4968,1940,554,611,,Sold,,,http://www.redfin.com/CA/San-Jose/2914-Betsy-Way-95133/home/1017761,MLSListings,ML81768227,N,Y,37.3776828,-121.8430286
PAST SALE,August-6-2019,Townhouse,297 Odyssey Ln,MILPITAS,CA,95035,940000,3,3.0,MILPITAS,1531,826,2014,627,614,348,Sold,,,http://www.redfin.com/CA/Milpitas/297-Odyssey-Ln-95035/home/95956769,MLSListings,ML81757180,N,Y,37.4045468,-121.8958533
PAST SALE,October-29-2020,Condo/Co-op,2697 Somerset Park Cir,SAN JOSE,CA,95132,460000,1,1.0,SAN JOSE,677,784,1988,177,679,330,Sold,,,http://www.redfin.com/CA/San-Jose/2697-Somerset-Park-Cir-95132/home/2124792,MLSListings,ML81810136,N,Y,37.395326,-121.861715
PAST SALE,July-30-2020,Townhouse,2388 Lava Dr,San Jose,CA,95133,700000,3,1.5,San Jose,1342,1540,1974,268,522,485,Sold,,,http://www.redfin.com/CA/San-Jose/2388-Lava-Dr-95133/home/1152765,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40905454,N,Y,37.375922,-121.85727
PAST SALE,November-10-2020,Townhouse,729 Fruit Ranch Loop,SAN JOSE,CA,95133,804590,3,3.0,SAN JOSE,1370,999,2019,165,587,,Sold,,,http://www.redfin.com/CA/SAN-JOSE/729-FRUIT-RANCH-LOOP-95133/home/172937522,MLSListings,ML81819708,N,Y,37.384,-121.8581
PAST SALE,November-22-2019,Single Family Residential,2796 CRAMER Cir,SAN JOSE,CA,95111,710000,4,2.0,SAN JOSE,1139,5995,1979,519,623,,Sold,,,http://www.redfin.com/CA/San-Jose/2796-Cramer-Cir-95111/home/1543982,MLSListings,ML81773184,N,Y,37.298999,-121.8433844
PAST SALE,June-2-2020,Single Family Residential,729 Live Oak Way,SAN JOSE,CA,95129,1375000,3,2.0,SAN JOSE,1107,6050,1955,326,1242,,Sold,,,http://www.redfin.com/CA/San-Jose/729-Live-Oak-Way-95129/home/800403,MLSListings,ML81790742,N,Y,37.31398,-121.9865664
PAST SALE,August-26-2020,Single Family Residential,5018 Westdale Dr,SAN JOSE,CA,95129,1990000,4,2.0,SAN JOSE,1743,6021,1965,241,1142,,Sold,,,http://www.redfin.com/CA/San-Jose/5018-Westdale-Dr-95129/home/1456490,MLSListings,ML81801430,N,Y,37.3163387,-121.9922081
PAST SALE,October-28-2019,Single Family Residential,1377 Darryl Dr,SAN JOSE,CA,95130,1250000,3,2.0,SAN JOSE,1408,6799,1960,544,888,,Sold,,,http://www.redfin.com/CA/San-Jose/1377-Darryl-Dr-95130/home/1777181,MLSListings,ML81769283,N,Y,37.2988004,-121.9647078
PAST SALE,August-14-2019,Condo/Co-op,7150 Rainbow Dr #18,SAN JOSE,CA,95129,1124000,3,2.5,SAN JOSE,1352,28765,1964,619,831,534,Sold,,,http://www.redfin.com/CA/San-Jose/7150-Rainbow-Dr-95129/unit-18/home/1847938,MLSListings,ML81756994,N,Y,37.2996924,-122.0298044
PAST SALE,May-31-2019,Condo/Co-op,7140 Rainbow Dr #8,SAN JOSE,CA,95129,1110000,3,1.5,SAN JOSE,1239,572,1964,694,896,538,Sold,,,http://www.redfin.com/CA/San-Jose/7140-Rainbow-Dr-95129/unit-8/home/861280,MLSListings,ML81737900,N,Y,37.3000733,-122.029538
PAST SALE,,Single Family Residential,1540 Goody Ln,San Jose,CA,95131,1328000,3,3.0,,1656,3919,1987,,802,,,,,http://www.redfin.com/CA/San-Jose/1540-Goody-Ln-95131/home/1440774,,,N,Y,37.3831651,-121.8883905
PAST SALE,June-9-2020,Townhouse,156 Currlin Cir,MILPITAS,CA,95035,915000,3,2.0,MILPITAS,1456,482,2014,319,628,238,Sold,,,http://www.redfin.com/CA/Milpitas/156-Currlin-Cir-95035/home/95955229,MLSListings,ML81789354,N,Y,37.4043745,-121.8997061
PAST SALE,October-7-2020,Mobile/Manufactured Home,2151 Oakland Rd #562,SAN JOSE,CA,95131,233500,3,2.0,SAN JOSE,1344,,1988,199,174,,Sold,,,http://www.redfin.com/CA/San-Jose/2151-Oakland-Rd-95131/unit-562/home/1786673,MLSListings,ML81805893,N,Y,37.3962328,-121.9053495
PAST SALE,November-5-2020,Condo/Co-op,320 Morning Star Dr #320,SAN JOSE,CA,95131,800000,2,2.0,SAN JOSE,1389,,1997,170,576,407,Sold,,,http://www.redfin.com/CA/San-Jose/320-Morning-Star-Dr-95131/unit-320/home/173197189,MLSListings,ML81811188,N,Y,37.386929,-121.887897
PAST SALE,December-31-2020,Single Family Residential,1431 Stanton Way,SAN JOSE,CA,95131,1685000,5,3.0,SAN JOSE,2516,4125,1993,114,670,,Sold,,,http://www.redfin.com/CA/San-Jose/1431-Stanton-Way-95131/home/1304600,MLSListings,ML81819116,N,Y,37.3774939,-121.8856338
PAST SALE,,Condo/Co-op,986 Arrowleaf Pl,San Jose,CA,95131,1020000,2,3.0,,1622,,2016,,629,,,,,http://www.redfin.com/CA/San-Jose/986-Arrowleaf-Pl-95131/home/143043398,,,N,Y,37.3805707,-121.8981244
PAST SALE,November-16-2020,Single Family Residential,1493 Flickinger Ave,SAN JOSE,CA,95131,921000,4,2.0,SAN JOSE,1168,6469,1971,159,789,,Sold,,,http://www.redfin.com/CA/San-Jose/1493-Flickinger-Ave-95131/home/1072488,MLSListings,ML81812913,N,Y,37.3872201,-121.8756288
PAST SALE,October-2-2020,Condo/Co-op,1732 Snell Pl,MILPITAS,CA,95035,908000,3,2.0,MILPITAS,1359,,2010,204,668,325,Sold,,,http://www.redfin.com/CA/Milpitas/1732-Snell-Pl-95035/home/167193373,MLSListings,ML81806539,N,Y,37.4055279,-121.901621
PAST SALE,,Single Family Residential,1703 Pinewood Way,Milpitas,CA,95035,920000,3,2.0,,1363,4930,1965,,675,,,,,http://www.redfin.com/CA/Milpitas/1703-Pinewood-Way-95035/home/167193076,,,N,Y,37.4058512,-121.9062634
PAST SALE,October-30-2020,Condo/Co-op,1552 Four Oaks Cir,SAN JOSE,CA,95131,590000,2,2.0,SAN JOSE,992,,1986,176,595,502,Sold,,,http://www.redfin.com/CA/San-Jose/1552-Four-Oaks-Cir-95131/home/1491775,MLSListings,ML81803348,N,Y,37.390713,-121.872576
PAST SALE,December-20-2019,Condo/Co-op,1488 Four Oaks Cir,SAN JOSE,CA,95131,515000,2,2.0,SAN JOSE,992,1176,1986,491,519,496,Sold,,,http://www.redfin.com/CA/San-Jose/1488-Four-Oaks-Cir-95131/home/690317,MLSListings,ML81771959,N,Y,37.391883,-121.87214
PAST SALE,November-19-2020,Condo/Co-op,1068 Bigleaf Pl #404,SAN JOSE,CA,95131,1140000,4,2.5,SAN JOSE,2147,,2016,156,531,733,Sold,,,http://www.redfin.com/CA/San-Jose/1068-Bigleaf-Pl-95131/unit-404/home/143043387,MLSListings,ML81811276,N,Y,37.3804311,-121.89687
PAST SALE,March-17-2021,Townhouse,1958 Trento Loop,MILPITAS,CA,95035,1165000,3,3.0,MILPITAS,1767,530,2016,38,659,329,Sold,,,http://www.redfin.com/CA/Milpitas/1958-Trento-Loop-95035/home/109248144,MLSListings,ML81828306,N,Y,37.4044608,-121.893617
PAST SALE,April-15-2021,Single Family Residential,2313 Ridgecliff Ct,SAN JOSE,CA,95131,1520000,4,2.5,SAN JOSE,1711,4760,1984,9,888,,Sold,,,http://www.redfin.com/CA/San-Jose/2313-Ridgecliff-Ct-95131/home/1828404,MLSListings,ML81833372,N,Y,37.3952455,-121.8776743
PAST SALE,September-29-2020,Single Family Residential,2062 Croner Pl,SAN JOSE,CA,95131,1390000,4,2.5,SAN JOSE,1972,3104,2004,207,705,101,Sold,,,http://www.redfin.com/CA/San-Jose/2062-Croner-Pl-95131/home/1655807,MLSListings,ML81804258,N,Y,37.3890765,-121.8754509
PAST SALE,March-23-2021,Single Family Residential,2000 Marcross Dr,SAN JOSE,CA,95131,1225000,5,3.0,SAN JOSE,1925,5986,1974,32,636,,Sold,,,http://www.redfin.com/CA/San-Jose/2000-Marcross-Dr-95131/home/1712148,MLSListings,ML81823235,N,Y,37.3889971,-121.8777188
PAST SALE,,Single Family Residential,1888 Beverly Blvd,San Jose,CA,95116,600000,2,1.0,,1012,5065,1951,,593,,,,,http://www.redfin.com/CA/San-Jose/1888-Beverly-Blvd-95116/home/1661723,,,N,Y,37.3548254,-121.8532144
PAST SALE,,Single Family Residential,436 N 7th St,San Jose,CA,95112,940000,1,1.0,,920,4134,1901,,1022,,,,,http://www.redfin.com/CA/San-Jose/436-N-7th-St-95112/home/1656803,,,N,Y,37.3466902,-121.8893687
PAST SALE,,Single Family Residential,996 Diadem Dr,San Jose,CA,95116,670000,3,2.0,,1200,6011,1959,,558,,,,,http://www.redfin.com/CA/San-Jose/996-Diadem-Dr-95116/home/1757470,,,N,Y,37.3479816,-121.8343988
PAST SALE,,Single Family Residential,1131 S 9th St,San Jose,CA,95112,650000,3,1.0,,864,6339,1900,,752,,,,,http://www.redfin.com/CA/San-Jose/1131-S-9th-St-95112/home/1143826,,,N,Y,37.3229669,-121.8695809
PAST SALE,,Condo/Co-op,131 Jose Figueres Ave,San Jose,CA,95116,440000,2,1.0,,881,,1977,,499,,,,,http://www.redfin.com/CA/San-Jose/131-Jose-Figueres-Ave-95116/home/1287881,,,N,Y,37.359454,-121.849257
PAST SALE,March-5-2021,Single Family Residential,1653 Santee Dr,SAN JOSE,CA,95122,955000,7,3.5,SAN JOSE,2474,6259,1962,50,386,,Sold,,,http://www.redfin.com/CA/San-Jose/1653-Santee-Dr-95122/home/1085895,MLSListings,ML81817173,N,Y,37.3277966,-121.8454305
PAST SALE,December-8-2020,Single Family Residential,1696 Whitton Ave,SAN JOSE,CA,95116,840000,4,3.0,SAN JOSE,1451,5356,1930,137,579,,Sold,,,http://www.redfin.com/CA/San-Jose/1696-Whitton-Ave-95116/home/1717543,MLSListings,ML81817057,N,Y,37.350166,-121.8538371
PAST SALE,October-16-2020,Townhouse,951 Bellhurst Ave,SAN JOSE,CA,95122,532000,3,1.5,SAN JOSE,1162,784,1970,190,458,320,Sold,,,http://www.redfin.com/CA/San-Jose/951-Bellhurst-Ave-95122/home/877750,MLSListings,ML81810359,N,Y,37.3289574,-121.8550918
PAST SALE,September-24-2020,Single Family Residential,2507 Sherlock Dr,SAN JOSE,CA,95121,860000,3,2.5,SAN JOSE,1497,5654,1977,212,574,,Sold,,,http://www.redfin.com/CA/San-Jose/2507-Sherlock-Dr-95121/home/1217371,MLSListings,ML81800341,N,Y,37.3109275,-121.8387387
PAST SALE,October-7-2020,Condo/Co-op,952 S 11th St #136,SAN JOSE,CA,95112,640000,2,2.0,SAN JOSE,1241,,1996,199,516,402,Sold,,,http://www.redfin.com/CA/San-Jose/952-S-11th-St-95112/unit-136/home/1090015,MLSListings,ML81806977,N,Y,37.327101,-121.8692123
PAST SALE,January-13-2021,Single Family Residential,39 S 34th St,SAN JOSE,CA,95116,617000,2,1.0,SAN JOSE,884,3600,1930,101,698,,Sold,,,http://www.redfin.com/CA/San-Jose/39-S-34th-St-95116/home/1757412,MLSListings,ML81819939,N,Y,37.3512736,-121.8570394
PAST SALE,August-26-2020,Single Family Residential,121 Melrose Ave,SAN JOSE,CA,95116,840000,3,2.0,SAN JOSE,1188,5265,1948,241,707,,Sold,,,http://www.redfin.com/CA/San-Jose/121-Melrose-Ave-95116/home/881209,MLSListings,ML81792197,N,Y,37.3552796,-121.8572173
PAST SALE,September-10-2020,Condo/Co-op,2177 Alum Rock Ave #221,SAN JOSE,CA,95116,530000,2,2.0,SAN JOSE,1142,,2005,226,464,420,Sold,,,http://www.redfin.com/CA/San-Jose/2177-Alum-Rock-Ave-95116/unit-221/home/2124642,MLSListings,ML81798243,N,Y,37.357417,-121.8463707
PAST SALE,June-4-2020,Townhouse,304 Guanacaste Ct,SAN JOSE,CA,95116,550000,3,1.5,SAN JOSE,1180,900,1972,324,466,255,Sold,,,http://www.redfin.com/CA/San-Jose/304-Guanacaste-Ct-95116/home/1335487,MLSListings,ML81781340,N,Y,37.3615189,-121.8524752
PAST SALE,July-23-2020,Single Family Residential,2265 E San Antonio St,SAN JOSE,CA,95116,725000,3,2.0,SAN JOSE,1100,6982,1966,275,659,,Sold,,,http://www.redfin.com/CA/San-Jose/2265-E-San-Antonio-St-95116/home/881302,MLSListings,ML81794858,N,Y,37.3553811,-121.8416622
PAST SALE,February-18-2021,Multi-Family (2-4 Unit),629-631 Gittle Ct,SAN JOSE,CA,95116,862000,4,2.0,SAN JOSE,1400,5325,1959,65,616,,Sold,,,http://www.redfin.com/CA/San-Jose/629-Gittle-Ct-95116/home/23477274,MLSListings,ML81816383,N,Y,37.3522958,-121.8366831
PAST SALE,January-7-2021,Single Family Residential,362 Ryegate Ct,SAN JOSE,CA,95133,750000,2,1.0,SAN JOSE,938,3404,1979,107,800,,Sold,,,http://www.redfin.com/CA/San-Jose/362-Ryegate-Ct-95133/home/1260655,MLSListings,ML81821430,N,Y,37.3633671,-121.856817
PAST SALE,August-4-2020,Condo/Co-op,189 Silcreek Dr,SAN JOSE,CA,95116,592000,2,2.0,SAN JOSE,1313,,1984,263,451,552,Sold,,,http://www.redfin.com/CA/San-Jose/189-Silcreek-Dr-95116/home/1316374,MLSListings,ML81796542,N,Y,37.357355,-121.854279
PAST SALE,February-1-2021,Single Family Residential,1526 Sanborn Ave,SAN JOSE,CA,95110,934000,3,2.5,SAN JOSE,1185,5260,1920,82,788,,Sold,,,http://www.redfin.com/CA/San-Jose/1526-Sanborn-Ave-95110/home/843196,MLSListings,ML81822141,N,Y,37.3131507,-121.8732275
PAST SALE,December-8-2020,Mobile/Manufactured Home,1412 Sunshine Ct #100,SAN JOSE,CA,95122,300000,3,2.0,SAN JOSE,1440,,1978,137,208,,Sold,,,http://www.redfin.com/CA/San-Jose/1412-Sunshine-Ct-95122/unit-100/home/147610292,MLSListings,ML81813156,N,Y,37.3333596,-121.8485638
PAST SALE,November-19-2020,Single Family Residential,2759 Sherlock Dr,SAN JOSE,CA,95121,785000,3,2.0,SAN JOSE,1444,6766,1967,156,544,,Sold,,,http://www.redfin.com/CA/San-Jose/2759-Sherlock-Dr-95121/home/905776,MLSListings,ML81819189,N,Y,37.3053012,-121.8328863
PAST SALE,September-24-2020,Single Family Residential,646 Woodland Ter,SAN JOSE,CA,95112,957500,3,2.5,SAN JOSE,2232,2833,2006,212,429,205,Sold,,,http://www.redfin.com/CA/San-Jose/646-Woodland-Ter-95112/home/2125983,MLSListings,ML81804603,N,Y,37.3301512,-121.8686915
PAST SALE,February-25-2021,Single Family Residential,1570 Florida Ave,SAN JOSE,CA,95122,700000,3,2.0,SAN JOSE,1040,5276,1959,58,673,,Sold,,,http://www.redfin.com/CA/San-Jose/1570-Florida-Ave-95122/home/1780099,MLSListings,ML81813249,N,Y,37.3332673,-121.8387137
PAST SALE,October-27-2020,Townhouse,2170 Luz Ave,SAN JOSE,CA,95116,568000,3,1.5,SAN JOSE,1165,1065,1979,179,488,329,Sold,,,http://www.redfin.com/CA/San-Jose/2170-Luz-Ave-95116/home/1569695,MLSListings,ML81809290,N,Y,37.358215,-121.846707
PAST SALE,February-17-2021,Condo/Co-op,2223 Summereve Ct,SAN JOSE,CA,95122,500000,2,1.0,SAN JOSE,953,,1985,66,525,511,Sold,,,http://www.redfin.com/CA/San-Jose/2223-Summereve-Ct-95122/home/1779854,MLSListings,ML81821090,N,Y,37.318556,-121.84158
PAST SALE,January-29-2021,Single Family Residential,171 N 26th St,SAN JOSE,CA,95116,907500,3,2.0,SAN JOSE,1288,4943,1930,85,705,,Sold,,,http://www.redfin.com/CA/San-Jose/171-N-26th-St-95116/home/652315,MLSListings,ML81819720,N,Y,37.3499813,-121.8682468
PAST SALE,,Single Family Residential,1648 June Ave,San Jose,CA,95122,542500,3,2.0,,1121,5425,1959,,484,,,,,http://www.redfin.com/CA/San-Jose/1648-June-Ave-95122/home/1742537,,,N,Y,37.3315714,-121.8382244
PAST SALE,January-22-2021,Single Family Residential,382 S 17th St,SAN JOSE,CA,95112,1700000,4,3.0,SAN JOSE,2608,30000,1991,92,652,,Sold,,,http://www.redfin.com/CA/San-Jose/382-S-17th-St-95112/home/1077765,MLSListings,ML81811299,N,Y,37.3376177,-121.8701813
PAST SALE,January-5-2021,Single Family Residential,1961 Sumatra Ave,SAN JOSE,CA,95122,780000,3,1.5,SAN JOSE,1140,6266,1964,109,684,,Sold,,,http://www.redfin.com/CA/San-Jose/1961-Sumatra-Ave-95122/home/894223,MLSListings,ML81821687,N,Y,37.3277116,-121.8339094
PAST SALE,August-13-2020,Single Family Residential,1391 Sunnycrest Cir,SAN JOSE,CA,95122,950000,4,2.0,SAN JOSE,1350,5573,1979,254,704,,Sold,,,http://www.redfin.com/CA/San-Jose/1391-Sunnycrest-Cir-95122/home/1253191,MLSListings,ML81797035,N,Y,37.3216438,-121.8360892
PAST SALE,September-16-2020,Condo/Co-op,462 Coyote Creek Cir,SAN JOSE,CA,95116,530000,2,2.0,SAN JOSE,849,,1984,220,624,312,Sold,,,http://www.redfin.com/CA/San-Jose/462-Coyote-Creek-Cir-95116/home/1342266,MLSListings,ML81807349,N,Y,37.3527888,-121.8719385
PAST SALE,September-30-2020,Single Family Residential,1641 Melody Ln,SAN JOSE,CA,95133,861000,3,2.0,SAN JOSE,1445,5297,1957,206,596,,Sold,,,http://www.redfin.com/CA/San-Jose/1641-Melody-Ln-95133/home/1527241,MLSListings,ML81794496,N,Y,37.3599199,-121.8645556
PAST SALE,February-9-2021,Multi-Family (2-4 Unit),1820 Welch Ave,SAN JOSE,CA,95112,1725000,8,4.0,SAN JOSE,3685,8090,1961,74,468,,Sold,,,http://www.redfin.com/CA/San-Jose/1820-Welch-Ave-95112/home/1446362,MLSListings,ML81818999,N,Y,37.3174326,-121.8559275
PAST SALE,September-6-2019,Condo/Co-op,480 Coyote Creek Cir,SAN JOSE,CA,95116,377000,1,1.0,SAN JOSE,633,4742,1984,596,596,307,Sold,,,http://www.redfin.com/CA/San-Jose/480-Coyote-Creek-Cir-95116/home/857684,MLSListings,ML81756738,N,Y,37.3520795,-121.8712623
PAST SALE,November-18-2020,Single Family Residential,1017 Woodpark Ct,SAN JOSE,CA,95116,1160000,4,2.5,SAN JOSE,1781,4471,1998,157,651,,Sold,,,http://www.redfin.com/CA/San-Jose/1017-Woodpark-Ct-95116/home/1385730,MLSListings,ML81816557,N,Y,37.3357603,-121.8647779
PAST SALE,February-10-2021,Single Family Residential,1671 Whitton Ave,SAN JOSE,CA,95116,793300,2,1.0,SAN JOSE,1074,5360,1920,73,739,,Sold,,,http://www.redfin.com/CA/San-Jose/1671-Whitton-Ave-95116/home/882257,MLSListings,ML81820509,N,Y,37.3501892,-121.8546376
PAST SALE,October-2-2020,Single Family Residential,463 Massar Ave,SAN JOSE,CA,95116,760000,4,2.0,SAN JOSE,1482,5600,1962,204,513,,Sold,,,http://www.redfin.com/CA/San-Jose/463-Massar-Ave-95116/home/1793220,MLSListings,ML81808476,N,Y,37.3549217,-121.83451
PAST SALE,September-30-2020,Single Family Residential,1195 Carnelian Dr,SAN JOSE,CA,95122,1005300,5,3.5,SAN JOSE,2034,6272,1960,206,494,,Sold,,,http://www.redfin.com/CA/San-Jose/1195-Carnelian-Dr-95122/home/695128,MLSListings,ML81802429,N,Y,37.3297341,-121.8492558
PAST SALE,November-13-2020,Single Family Residential,1112 Sultana Dr,SAN JOSE,CA,95122,875000,3,2.0,SAN JOSE,1368,5247,1960,162,640,,Sold,,,http://www.redfin.com/CA/San-Jose/1112-Sultana-Dr-95122/home/929210,MLSListings,ML81814687,N,Y,37.3258183,-121.8481438
PAST SALE,June-20-2019,Single Family Residential,1771 Beverly Blvd,SAN JOSE,CA,95116,740000,3,1.5,SAN JOSE,1287,5636,1948,674,575,,Sold,,,http://www.redfin.com/CA/San-Jose/1771-Beverly-Blvd-95116/home/1203580,MLSListings,ML81745039,N,Y,37.3542899,-121.8551269
PAST SALE,January-28-2021,Single Family Residential,40 Scharff Ave,SAN JOSE,CA,95116,418000,3,2.0,SAN JOSE,1352,6009,1940,86,309,,Sold,,,http://www.redfin.com/CA/San-Jose/40-Scharff-Ave-95116/home/1795500,MLSListings,ML81827584,N,Y,37.3568166,-121.8441851
PAST SALE,,Single Family Residential,2274 Portico Ct,San Jose,CA,95116,750000,3,3.0,,1271,3219,2000,,590,,,,,http://www.redfin.com/CA/San-Jose/2274-Portico-Ct-95116/home/992965,,,N,Y,37.3564273,-121.8421278
PAST SALE,September-16-2019,Single Family Residential,1025 E Empire St,SAN JOSE,CA,95112,1048000,4,3.0,SAN JOSE,1641,6000,1910,586,639,,Sold,,,http://www.redfin.com/CA/San-Jose/1025-E-Empire-St-95112/home/1166196,MLSListings,ML81764371,N,Y,37.3549204,-121.8763403
PAST SALE,October-30-2020,Mobile/Manufactured Home,1500 Virginia Pl #132,SAN JOSE,CA,95116,150000,2,1.0,SAN JOSE,686,,1990,176,219,,Sold,,,http://www.redfin.com/CA/San-Jose/1500-Virginia-Pl-95116/unit-132/home/1649255,MLSListings,ML81809929,N,Y,37.3428127,-121.8530365
